ad_spend,impressions,clicks,conversions,engagement_score,roi,digital_waste,region,platform,category
6158.57,842325,687,2593,0.12,-0.08,0.71,Asia,Instagram,Education
4979.97,111520,9277,299,0.57,0.82,0.91,South America,LinkedIn,Education
4412.49,922250,4179,2490,0.3,0.95,0.14,South America,Google Ads,Finance
3814.25,595560,3448,2528,0.99,0.14,0.05,North America,YouTube,Finance
9330.53,757512,6399,2685,0.62,-0.15,0.02,Europe,Google Ads,Healthcare
8390.88,526123,3931,288,0.22,2.01,0.14,Europe,LinkedIn,Healthcare
9667.76,339793,9533,2934,0.72,1.01,0.66,Australia,Instagram,Healthcare
1680.82,336818,8481,590,0.91,-0.46,0.73,South America,Google Ads,Healthcare
7443.24,154832,9272,872,0.77,1.91,0.79,Asia,Google Ads,Technology
9414.23,162999,9990,263,0.17,2.44,0.24,Asia,YouTube,Technology
2221.71,358619,1815,190,0.91,1.32,0.31,Australia,YouTube,Healthcare
1131.71,71367,6550,690,0.81,1.01,0.48,Europe,Google Ads,Healthcare
7540.65,763315,5533,834,0.24,2.14,0.06,Asia,Google Ads,Retail
5957.49,415804,1198,709,0.15,2.36,0.61,Europe,YouTube,Technology
8497.37,918182,7196,2623,0.6,1.76,0.98,Australia,LinkedIn,Retail
1827.84,767038,2426,1359,0.24,0.84,0.36,Europe,Facebook,Retail
8055.04,245806,9187,1390,0.85,1.28,0.75,Europe,Facebook,Education
2415.46,914586,6516,1683,0.42,1.6,0.5,Europe,Google Ads,Finance
2054.73,717593,7080,2737,0.92,0.08,0.13,Asia,YouTube,Technology
2060.53,54738,6863,2448,0.61,0.84,0.58,North America,Instagram,Healthcare
8238.46,567685,1774,1648,0.26,1.99,0.3,South America,Instagram,Healthcare
6819.37,354333,8050,1967,0.23,1.46,0.03,Europe,Facebook,Finance
5469.12,348511,9222,221,0.62,0.73,0.63,Europe,LinkedIn,Technology
3908.89,212332,9015,1548,0.79,1.49,0.86,Europe,Facebook,Healthcare
8833.41,392729,6149,393,0.8,-0.15,0.34,North America,Google Ads,Healthcare
4228.23,873051,1189,1724,0.35,0.7,0.39,Australia,LinkedIn,Education
8257.69,121453,4678,351,0.28,1.88,0.89,Asia,Instagram,Retail
4671.78,29816,9227,1848,0.12,0.16,0.81,North America,YouTube,Healthcare
4080.97,969744,255,1997,0.71,0.06,0.71,Europe,YouTube,Technology
4895.46,933780,9362,853,0.17,2.35,0.25,North America,Google Ads,Finance
3363.09,779299,2058,1544,0.48,0.13,0.91,North America,Facebook,Education
7602.29,875962,6444,429,0.64,0.28,0.15,North America,Google Ads,Technology
5275.84,426715,5879,2808,0.94,2.41,0.63,Australia,YouTube,Education
2706.02,381000,6244,1998,0.38,1.7,0.03,South America,Instagram,Retail
9045.96,223567,5163,1942,0.32,1.6,0.64,Asia,YouTube,Healthcare
4146.97,524933,3930,1859,0.69,2.06,0.28,Australia,LinkedIn,Technology
5663.75,605923,9146,315,0.66,-0.15,0.45,Australia,YouTube,Finance
9111.49,904235,8931,2759,0.4,1.62,0.35,South America,YouTube,Retail
6430.26,226184,9894,878,0.94,1.01,0.17,Australia,LinkedIn,Retail
1610.53,308090,6759,2594,0.86,1.99,0.62,North America,Facebook,Education
9428.41,327348,541,1145,0.3,1.02,0.88,North America,YouTube,Retail
6463.23,192958,6140,1444,0.32,1.36,0.96,Europe,Google Ads,Technology
3681.6,999156,6025,215,0.56,0.93,0.19,Australia,YouTube,Education
1823.08,287707,7458,505,0.8,0.93,0.72,Europe,Google Ads,Retail
8043.24,102324,4728,1919,0.14,1.8,0.66,Asia,LinkedIn,Finance
6390.69,233536,6470,2561,0.72,1.39,0.34,North America,YouTube,Technology
5567.88,767232,9628,1055,0.68,1.4,0.02,Asia,LinkedIn,Finance
8991.98,281991,1048,222,0.31,0.85,0.69,South America,LinkedIn,Finance
7991.67,36155,8279,319,0.71,1.09,0.95,North America,Facebook,Education
1940.91,351815,6215,2718,0.95,1.74,0.63,Asia,YouTube,Healthcare
3461.36,651179,559,2001,0.14,1.98,0.44,South America,Google Ads,Education
2860.65,879742,7668,2810,0.39,1.59,0.53,Asia,Google Ads,Technology
7567.49,470494,4746,281,0.49,2.27,0.2,South America,YouTube,Technology
818.56,159381,492,1832,0.91,1.96,0.75,South America,Facebook,Education
5913.95,141691,1887,2995,0.97,1.19,0.75,North America,Facebook,Healthcare
7743.36,486410,7474,2089,0.5,1.51,0.15,Europe,Facebook,Education
8829.27,453324,1238,452,0.78,2.28,0.88,South America,Google Ads,Technology
3749.78,44707,4841,2219,0.58,1.36,0.27,South America,LinkedIn,Healthcare
8301.94,947841,7518,2824,0.58,1.97,0.98,North America,Facebook,Technology
1551.0,528477,6462,263,0.35,1.57,0.38,Europe,Google Ads,Healthcare
8541.3,877969,2554,530,0.3,1.16,0.18,Australia,Google Ads,Healthcare
1711.14,731864,9758,986,0.36,0.23,0.35,Australia,LinkedIn,Education
4274.23,712974,3774,19,0.6,0.78,0.44,Europe,YouTube,Education
8074.31,756788,1477,2783,0.13,2.4,0.07,Asia,YouTube,Education
1924.22,363299,6801,2562,0.92,1.47,0.58,North America,Facebook,Healthcare
2677.89,796713,2697,2842,0.24,1.19,0.6,Europe,Facebook,Healthcare
7361.4,168492,241,1593,0.3,2.3,0.74,Australia,LinkedIn,Technology
7340.35,484112,2759,2493,0.57,1.26,0.03,South America,Facebook,Finance
6590.9,180102,4696,1144,0.74,1.08,0.54,Australia,LinkedIn,Education
7092.51,404274,9131,162,0.19,1.78,0.05,South America,Google Ads,Technology
5655.88,227285,5761,1668,0.39,1.64,0.7,North America,Facebook,Technology
2892.09,348404,6242,2974,0.97,0.08,0.06,South America,Google Ads,Retail
3784.11,169476,5726,2926,0.34,0.91,0.91,Europe,Instagram,Education
2225.18,768842,8887,2810,0.38,0.92,0.7,South America,LinkedIn,Technology
9130.28,170928,8572,1866,0.85,0.63,0.51,Asia,Instagram,Retail
6042.22,674560,523,1224,0.15,1.05,0.44,Europe,Facebook,Education
4308.09,860610,7099,1762,0.52,0.74,0.13,North America,Google Ads,Healthcare
4889.06,306141,4349,2620,0.44,0.1,0.29,Europe,Facebook,Retail
9499.19,953115,1850,1114,0.38,0.74,0.87,Asia,Instagram,Healthcare
1956.84,653561,4857,2546,0.36,-0.28,0.9,North America,Facebook,Finance
6069.18,706595,2067,904,0.18,1.23,0.0,Australia,YouTube,Finance
5305.94,258500,4188,1121,0.38,2.06,0.59,Asia,Instagram,Finance
6308.82,700417,4278,113,0.14,1.68,0.72,North America,Facebook,Finance
672.05,142311,7889,1924,0.8,0.58,0.62,South America,Google Ads,Technology
8785.18,769034,3046,1016,0.46,-0.24,0.08,Europe,Facebook,Finance
9355.12,255546,9741,416,0.5,0.11,0.22,North America,Google Ads,Technology
5868.77,206733,5494,1411,0.9,1.14,0.25,Europe,YouTube,Technology
7118.18,661233,7980,176,0.69,0.12,0.83,South America,Facebook,Education
9263.74,579560,5175,518,0.11,1.13,0.46,North America,YouTube,Technology
7218.77,885825,7330,1671,0.95,0.19,0.49,Australia,Instagram,Technology
1949.12,857644,1631,2370,0.31,2.05,0.93,Asia,Google Ads,Finance
5974.74,156470,3090,772,0.2,0.69,0.64,North America,Instagram,Technology
6263.79,654318,7255,690,0.79,0.24,0.9,South America,Google Ads,Healthcare
4529.24,328647,4593,2534,0.55,1.94,0.46,North America,YouTube,Finance
7496.22,934142,9435,2130,0.49,0.53,0.15,Europe,LinkedIn,Retail
9376.49,16570,1033,1174,0.32,-0.17,0.93,North America,Facebook,Finance
9292.9,340929,1560,591,0.59,1.21,0.46,Australia,YouTube,Technology
4782.97,543398,2823,271,0.35,1.24,0.18,North America,Google Ads,Healthcare
1575.76,509115,385,1373,0.91,1.64,0.3,Asia,Google Ads,Finance
9855.99,89141,364,1341,0.29,0.22,0.05,North America,Google Ads,Healthcare
8469.53,22115,6916,2302,0.9,0.83,0.47,Europe,Google Ads,Retail
1684.3,49062,1862,1548,0.6,0.35,0.85,North America,Facebook,Retail
9248.0,819343,140,570,0.85,-0.26,0.93,Australia,Instagram,Education
8764.02,638349,5927,1109,0.74,2.13,0.93,South America,LinkedIn,Education
5428.96,304700,8359,1913,0.73,1.69,0.13,North America,Facebook,Finance
6117.12,400479,1087,184,0.39,0.4,0.38,North America,Google Ads,Education
4290.53,536257,7904,2166,0.31,1.3,0.03,Asia,Facebook,Healthcare
1020.24,840185,7889,2240,0.29,0.1,0.86,Australia,YouTube,Education
3684.37,407686,5817,201,0.87,2.17,0.36,South America,Google Ads,Healthcare
8127.11,131863,3298,74,0.84,-0.16,0.63,Europe,LinkedIn,Education
544.0,806657,5474,1507,0.5,-0.49,0.71,North America,Google Ads,Education
3668.24,511076,4890,1577,0.22,1.01,0.43,South America,LinkedIn,Education
4282.6,657296,7283,2921,0.44,1.25,0.31,Europe,LinkedIn,Technology
5605.26,510726,2624,1161,0.66,1.24,0.96,Australia,Instagram,Technology
9238.63,688556,9377,1947,0.51,-0.34,0.96,Australia,Instagram,Education
3790.29,640111,2579,378,0.8,0.44,0.29,South America,Facebook,Healthcare
3796.06,810101,9985,860,1.0,1.0,0.48,Europe,Facebook,Finance
7506.26,964884,5254,52,0.27,0.15,0.97,Australia,LinkedIn,Retail
4796.07,920830,878,1917,0.51,2.12,0.0,South America,Google Ads,Technology
2633.75,644965,9877,2545,0.49,-0.24,0.41,Australia,YouTube,Education
4798.18,781246,1592,87,0.37,0.96,0.1,Australia,YouTube,Retail
1838.14,58320,760,2883,0.28,1.57,0.51,Australia,Google Ads,Technology
2175.68,974918,1448,1834,0.16,0.29,0.02,Asia,Google Ads,Finance
5234.49,506758,9591,1303,0.9,1.37,0.41,Europe,Instagram,Healthcare
4479.79,156649,7951,683,0.48,1.99,0.22,South America,YouTube,Education
9191.04,135354,7256,710,0.55,0.07,0.53,South America,LinkedIn,Finance
3942.74,622297,2144,768,0.93,2.25,1.0,Europe,Facebook,Technology
6015.59,791725,7468,1933,0.8,1.16,0.8,Europe,Instagram,Education
6506.51,458625,3616,2785,0.22,0.4,0.85,Europe,YouTube,Retail
624.4,38625,9350,2982,0.61,0.79,0.64,Europe,Google Ads,Healthcare
6803.61,746400,9268,911,0.5,0.44,0.04,North America,YouTube,Technology
2191.34,296233,4677,2946,0.82,1.68,0.21,South America,LinkedIn,Healthcare
9630.17,46487,827,1002,0.75,1.89,0.93,North America,Instagram,Education
1912.3,469054,7568,1201,0.72,2.0,0.37,Australia,Google Ads,Finance
4438.93,238071,442,2396,0.41,2.46,0.1,Australia,LinkedIn,Healthcare
1310.82,906880,1547,2250,0.82,1.87,0.7,South America,Facebook,Retail
9970.31,498011,6681,1486,0.15,1.3,0.3,Australia,Instagram,Technology
5270.85,322282,6417,2340,0.24,0.52,0.27,Europe,LinkedIn,Retail
6156.16,183895,626,399,0.4,1.13,1.0,North America,LinkedIn,Healthcare
1137.23,440424,6848,1009,0.17,-0.38,0.86,Europe,Google Ads,Finance
7624.62,326205,505,534,0.31,1.73,0.41,Australia,Facebook,Finance
2494.1,958163,8086,1865,0.85,0.84,0.98,North America,LinkedIn,Retail
9031.52,111376,9865,1516,0.95,-0.44,0.65,Europe,Instagram,Education
2448.83,435106,3840,668,0.37,-0.31,0.74,South America,LinkedIn,Education
2311.53,875566,1946,2773,0.34,0.66,0.03,Europe,YouTube,Finance
847.22,843487,1578,900,0.35,1.25,0.12,Australia,Instagram,Retail
4984.64,777629,871,1491,0.35,0.89,0.63,North America,Instagram,Retail
5865.99,291652,5625,461,0.13,1.36,0.9,South America,LinkedIn,Retail
1124.23,969791,8870,2485,0.93,0.94,0.62,North America,Google Ads,Healthcare
7867.51,482132,293,1547,0.29,1.49,0.13,South America,Instagram,Education
4806.24,168056,2107,892,0.48,0.16,0.12,North America,YouTube,Education
5481.71,644457,1285,322,0.11,-0.16,0.84,Australia,Google Ads,Healthcare
4687.25,804557,2494,849,0.87,1.29,0.14,South America,Google Ads,Technology
4307.25,570347,9402,2576,0.76,0.95,0.52,Asia,Google Ads,Healthcare
5816.58,472785,4105,384,0.95,-0.42,0.04,North America,Instagram,Retail
1974.78,637697,7529,460,0.8,0.64,0.08,North America,Google Ads,Healthcare
2228.32,944591,2361,604,0.38,-0.18,0.67,Europe,LinkedIn,Retail
8686.96,509653,3836,1243,0.32,1.09,0.69,South America,Google Ads,Finance
9488.1,539992,6816,509,0.73,0.69,0.34,Asia,YouTube,Retail
4046.44,988080,4975,473,0.43,1.34,0.22,Australia,Facebook,Education
3072.07,738744,9021,122,0.61,1.92,0.81,Europe,YouTube,Healthcare
6618.0,752488,4478,1045,0.11,0.4,0.22,Asia,Instagram,Retail
4382.97,645567,7915,2388,0.16,2.39,0.54,South America,Google Ads,Technology
741.17,999964,3551,1934,0.58,1.11,0.97,Asia,Google Ads,Finance
1983.45,692568,7716,149,0.61,1.35,0.15,North America,LinkedIn,Technology
7301.74,652804,9936,1434,0.78,1.54,0.94,North America,Google Ads,Technology
6759.78,532828,2900,2959,0.22,1.5,0.18,Europe,YouTube,Technology
757.41,488366,8433,526,0.56,1.03,0.57,South America,Instagram,Finance
2608.74,731384,5510,2626,0.28,0.79,0.38,South America,Facebook,Finance
2695.21,967386,1555,1957,0.18,-0.34,0.96,Asia,Google Ads,Finance
6882.98,429139,6992,2903,0.47,-0.43,0.27,Europe,Facebook,Finance
687.25,529777,5908,2175,0.25,0.57,0.4,South America,Google Ads,Technology
1489.03,386188,6896,897,0.3,0.5,0.98,North America,Instagram,Education
8099.2,242549,4896,1351,0.39,0.66,0.54,Asia,YouTube,Education
2196.17,563453,5193,59,0.33,-0.08,0.5,Australia,Instagram,Finance
6701.09,601491,1425,28,0.18,1.71,0.26,North America,Facebook,Healthcare
2762.74,494965,5076,735,0.18,2.07,0.7,Europe,Google Ads,Retail
1444.69,800546,9505,2254,0.27,2.32,0.01,South America,Facebook,Healthcare
2810.14,992469,1259,1483,0.15,0.98,0.05,North America,YouTube,Healthcare
7361.54,46321,4750,2616,0.66,1.6,0.6,Australia,Instagram,Healthcare
8629.12,345441,5087,461,0.36,2.07,0.34,Australia,Facebook,Education
8387.09,893084,4797,2346,0.35,0.75,0.95,Europe,Facebook,Retail
4273.24,895736,440,1174,0.4,0.43,0.9,North America,YouTube,Healthcare
6846.81,255014,3928,1117,0.7,2.31,0.71,Asia,Google Ads,Finance
2447.35,166498,2068,2448,0.88,1.05,0.82,North America,Facebook,Education
3284.9,27772,803,224,0.78,0.99,0.67,Australia,YouTube,Finance
9015.19,900186,5582,1559,0.75,0.04,0.13,Europe,Google Ads,Finance
623.52,800144,6476,2272,0.54,-0.18,0.77,Europe,Google Ads,Healthcare
1312.33,404583,1900,137,0.72,2.03,0.21,Asia,Instagram,Finance
2474.92,248389,5563,1855,0.6,1.34,0.32,Europe,YouTube,Retail
752.06,649430,5012,769,0.29,0.48,0.82,Europe,Google Ads,Finance
2223.64,626024,4748,2461,0.29,0.08,0.54,Europe,Instagram,Healthcare
6038.89,61924,955,1825,0.37,1.17,0.86,Europe,LinkedIn,Finance
4503.53,538014,2966,2395,0.92,1.25,0.21,Europe,YouTube,Education
8980.38,361296,282,2888,0.59,0.12,0.61,Australia,LinkedIn,Education
8265.71,37723,3212,2771,0.76,2.05,0.08,North America,Google Ads,Education
3747.26,923401,5770,370,0.41,-0.25,0.64,South America,YouTube,Technology
2964.52,768470,4592,578,0.47,0.57,0.76,Europe,Instagram,Education
4107.08,896926,5923,1425,0.21,1.54,0.58,South America,Google Ads,Education
6107.8,674468,1617,2275,0.25,0.32,0.27,South America,YouTube,Technology
3046.6,218786,5102,1607,0.84,1.98,0.03,Australia,YouTube,Education
6429.41,569931,1456,1702,0.63,1.72,0.12,Europe,LinkedIn,Healthcare
4389.41,696684,3729,211,0.4,1.87,0.62,South America,Google Ads,Education
5744.45,900328,3728,2074,0.82,-0.14,0.93,Europe,Instagram,Education
4643.2,224432,8310,2379,0.32,-0.08,0.21,Asia,Instagram,Technology
3297.42,149999,6232,527,0.98,0.36,0.74,Asia,Google Ads,Healthcare
9510.31,890112,9424,1358,0.41,1.05,0.87,Asia,Google Ads,Finance
7754.26,368690,6688,1445,0.4,1.74,0.52,South America,Facebook,Retail
1831.08,949947,3411,1351,0.38,2.01,0.67,Asia,LinkedIn,Healthcare
8750.45,89973,6148,690,0.21,1.61,0.82,Australia,Google Ads,Finance
5130.6,859881,6346,1998,0.2,2.29,0.26,Australia,Google Ads,Healthcare
8998.25,644122,1087,1501,0.68,1.72,0.3,South America,Facebook,Finance
8098.62,770674,3421,434,0.89,0.42,0.0,Europe,Facebook,Finance
4539.53,463449,4715,1978,0.81,0.3,0.96,North America,YouTube,Healthcare
713.46,297681,8465,1722,0.23,1.59,0.92,Europe,Instagram,Technology
3052.43,504509,3841,2444,0.59,0.08,0.76,Europe,LinkedIn,Healthcare
5645.53,874008,3152,787,0.2,-0.22,0.08,Europe,YouTube,Healthcare
6518.04,641810,6674,2155,0.14,1.1,0.45,Europe,Google Ads,Finance
2949.93,556900,826,1836,0.69,1.96,0.1,North America,Facebook,Retail
1823.88,235049,3860,217,0.58,-0.2,0.02,Asia,Instagram,Finance
8431.84,278615,5906,1547,0.17,1.88,0.62,Europe,YouTube,Education
9851.82,176703,1975,1669,0.13,1.93,0.96,Australia,Instagram,Healthcare
5494.06,774357,7093,2643,0.99,0.95,0.9,South America,Facebook,Healthcare
2130.95,757419,4133,2223,0.13,-0.33,0.7,South America,YouTube,Technology
3086.92,41348,5543,31,0.5,0.02,0.1,Australia,YouTube,Finance
674.71,205804,1089,163,0.55,1.62,0.27,Europe,Instagram,Technology
9185.84,797609,3844,1972,0.21,1.64,0.32,North America,Facebook,Healthcare
1618.64,145832,8711,228,0.25,2.2,0.76,Asia,Google Ads,Finance
5976.91,304923,693,678,0.42,1.25,0.8,South America,YouTube,Finance
3103.52,293780,1874,1528,0.79,-0.13,0.39,Asia,Google Ads,Education
5764.69,616177,1035,2287,0.56,-0.14,0.42,North America,Facebook,Education
6688.49,63551,3908,2077,0.67,1.66,0.04,South America,YouTube,Retail
8382.55,414772,431,2610,0.99,0.05,0.29,Asia,YouTube,Education
2461.0,955102,8022,959,0.79,0.49,0.45,North America,Google Ads,Finance
604.46,676923,2802,2205,0.49,0.96,0.12,Asia,LinkedIn,Education
1800.41,581107,5989,412,0.5,-0.43,0.45,Europe,Google Ads,Retail
9050.18,345914,5154,605,0.66,0.25,0.85,North America,Google Ads,Healthcare
8801.96,430182,3968,2424,0.7,0.72,0.58,Asia,LinkedIn,Education
6175.42,222781,4300,1447,0.55,0.34,0.08,Europe,Facebook,Finance
6204.91,463105,301,2859,0.68,-0.09,0.19,Europe,Facebook,Healthcare
6817.85,692347,2597,2975,0.12,1.68,0.47,North America,YouTube,Finance
2166.03,875146,1942,1167,0.49,1.94,0.36,Australia,Instagram,Healthcare
9186.91,723708,9201,1752,0.35,0.27,0.36,South America,Instagram,Finance
4478.32,558884,4758,1316,0.22,1.82,0.53,North America,YouTube,Education
4139.82,960678,7644,82,0.19,0.66,0.58,Europe,Instagram,Education
5429.72,860538,7818,490,0.64,1.02,0.8,Europe,Google Ads,Retail
946.18,997471,870,569,0.57,2.07,0.34,North America,Google Ads,Healthcare
2079.69,69182,3255,754,0.33,1.75,0.81,Australia,LinkedIn,Retail
7511.32,359307,1728,1476,0.52,1.92,0.34,South America,LinkedIn,Technology
1286.59,311454,486,109,0.54,-0.09,0.06,Asia,YouTube,Education
6229.95,328232,6131,1092,0.28,-0.29,0.55,North America,YouTube,Healthcare
2830.82,663091,6539,2565,0.69,2.18,0.59,South America,YouTube,Retail
4198.31,149978,6501,2315,0.8,0.66,0.93,South America,Google Ads,Retail
3242.59,833346,4108,422,0.81,0.36,0.73,Europe,Instagram,Technology
3878.89,906782,2566,1098,0.64,1.67,0.92,Asia,YouTube,Retail
7330.94,579667,2382,2652,0.56,2.01,0.91,North America,YouTube,Finance
3322.66,481828,1956,1187,0.15,2.09,0.6,Europe,Google Ads,Education
5880.84,780188,8080,2018,0.36,0.45,0.53,Europe,Google Ads,Retail
5022.48,268517,2098,2323,0.18,2.06,0.56,Australia,Google Ads,Retail
6804.88,965154,5576,830,0.97,-0.38,0.98,South America,Instagram,Technology
9399.88,450097,9528,671,0.22,-0.35,0.77,North America,YouTube,Finance
7459.43,318557,4769,569,0.24,1.37,0.11,North America,Facebook,Retail
2541.93,147084,9442,2974,0.9,-0.31,0.78,North America,Facebook,Education
796.24,715475,4418,2948,0.95,0.47,0.17,Europe,YouTube,Education
2991.51,803583,7164,1281,0.79,1.52,0.45,Australia,YouTube,Retail
6153.24,592004,7546,1823,0.1,0.51,0.21,Asia,YouTube,Finance
988.55,890179,1531,2925,0.1,0.04,0.69,Europe,YouTube,Education
5215.48,758013,5724,619,0.44,0.34,0.88,Asia,Instagram,Education
6170.01,701738,7561,2471,0.23,0.87,0.29,Australia,Facebook,Finance
3675.32,708012,1919,34,0.12,0.93,0.08,South America,LinkedIn,Finance
7823.67,213502,1230,2038,0.52,1.85,0.3,North America,Facebook,Retail
1512.68,154539,6663,293,0.95,1.75,0.67,Asia,Facebook,Healthcare
1213.81,434226,2758,1482,0.39,0.87,0.33,Europe,Google Ads,Technology
7417.79,531863,3600,2938,0.7,2.04,0.28,Asia,YouTube,Healthcare
5207.17,131999,8666,310,0.69,-0.16,0.18,South America,YouTube,Healthcare
7039.82,124793,2220,1101,0.33,0.27,0.5,North America,YouTube,Education
4630.86,982195,4120,1040,0.69,1.98,0.28,Asia,Google Ads,Finance
2840.82,467373,3359,826,0.29,0.63,0.73,South America,Instagram,Education
8281.47,380321,1923,92,0.21,2.44,0.08,Europe,Instagram,Technology
8094.45,22289,1574,1930,0.73,0.9,0.66,Australia,LinkedIn,Retail
7099.62,710336,2342,2103,0.2,1.88,0.24,Europe,Instagram,Technology
3085.38,708956,3343,627,1.0,0.71,0.49,North America,Instagram,Education
6107.19,950675,7090,2985,0.27,0.77,0.29,Europe,YouTube,Education
3929.25,765801,5260,2319,0.63,0.65,0.72,Europe,Facebook,Education
1370.03,267368,3234,185,0.47,1.66,0.95,Europe,Instagram,Education
9214.48,96365,2170,1199,0.21,1.14,0.92,Europe,Instagram,Healthcare
1799.78,764950,459,2714,0.13,2.33,0.58,North America,Google Ads,Retail
9527.25,910446,1241,851,0.66,0.25,0.46,South America,LinkedIn,Healthcare
4737.05,185211,1735,379,0.83,-0.2,0.82,Asia,Google Ads,Education
